Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score
681,19,Female,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5
587,21,Female,Undergraduate,Finland,4.1,Instagram,No,7.7,7,In Relationship,2,5
606,19,Male,Undergraduate,Denmark,4.7,Instagram,No,7.2,7,In Relationship,2,5
68,19,Female,High School,Slovenia,5.7,TikTok,Yes,5.4,5,In Relationship,4,8
501,19,Female,Undergraduate,Brazil,6.2,WhatsApp,Yes,6.3,6,Single,3,7
169,19,Female,Undergraduate,Nepal,5.6,TikTok,Yes,5.8,6,Single,4,8
457,19,Female,Undergraduate,USA,8.1,Instagram,Yes,4.2,5,In Relationship,4,9
163,20,Female,Undergraduate,Nepal,5.5,TikTok,Yes,5.9,6,Single,4,8
310,21,Male,Graduate,UK,4.7,Instagram,Yes,6.9,6,Single,3,7
194,21,Male,Graduate,Pakistan,4.2,Instagram,Yes,7.3,5,In Relationship,3,7
604,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,In Relationship,2,5
366,21,Male,Graduate,Turkey,5.1,Instagram,Yes,7.1,6,Single,3,7
384,22,Male,Graduate,India,6.4,WhatsApp,Yes,5.9,5,In Relationship,4,8
636,19,Male,Undergraduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4
663,19,Female,Undergraduate,Mexico,6.4,TikTok,Yes,6.2,5,Single,4,8
153,22,Male,Graduate,Bangladesh,4.3,Facebook,Yes,7.3,5,Single,4,8
679,21,Female,Undergraduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7
484,22,Male,Graduate,India,7.4,WhatsApp,Yes,4.9,5,In Relationship,4,8
227,20,Female,Undergraduate,South Korea,5.2,KakaoTalk,Yes,6.5,6,In Relationship,3,6
697,21,Female,Undergraduate,Mexico,6.3,TikTok,Yes,6.2,5,Single,4,8
579,19,Female,Undergraduate,France,4.7,Twitter,No,7.4,7,Single,2,5
104,18,Female,High School,Syria,5.6,Instagram,Yes,5.4,5,Single,4,8
422,21,Male,Graduate,Denmark,3.0,Facebook,No,8.8,8,In Relationship,2,4
504,22,Male,Graduate,New Zealand,4.7,Instagram,Yes,7.5,7,In Relationship,3,6
534,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,In Relationship,3,6
75,23,Male,Graduate,Belarus,2.5,LinkedIn,No,7.3,8,In Relationship,1,4
116,19,Female,Undergraduate,Maldives,4.8,Instagram,No,7.2,8,Single,2,5
408,22,Male,Graduate,Mexico,6.4,WhatsApp,Yes,5.8,6,Single,3,7
680,24,Male,Graduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8
120,19,Female,Undergraduate,Pakistan,5.4,Instagram,Yes,6.2,5,In Relationship,4,8
54,19,Female,High School,Costa Rica,5.7,Instagram,Yes,5.5,5,Single,4,8
152,20,Female,Undergraduate,Maldives,3.6,Instagram,No,8.4,8,In Relationship,2,5
404,22,Male,Graduate,India,6.6,WhatsApp,Yes,5.7,5,In Relationship,4,8
665,20,Female,Undergraduate,Canada,5.6,Instagram,Yes,6.7,6,Single,3,7
208,22,Male,Graduate,Maldives,4.7,TikTok,Yes,4.5,6,In Relationship,4,8
468,22,Male,Graduate,Mexico,7.0,WhatsApp,Yes,5.2,6,Single,3,7
500,22,Male,Graduate,Canada,3.6,TikTok,Yes,8.6,6,Single,3,7
480,22,Male,Graduate,Canada,3.8,TikTok,Yes,8.4,6,Single,3,7
544,22,Male,Graduate,New Zealand,4.3,Instagram,Yes,7.9,7,In Relationship,3,6
9,18,Male,High School,Japan,4.0,TikTok,No,6.5,7,Single,1,5
570,21,Male,Graduate,Canada,4.2,Instagram,Yes,8.0,7,Single,3,6
37,22,Male,Graduate,Israel,3.1,Facebook,No,6.8,7,Single,1,5
453,19,Female,Undergraduate,Ireland,3.6,Instagram,Yes,8.3,7,Single,3,6
140,20,Female,Undergraduate,Maldives,4.0,Instagram,No,8.0,8,In Relationship,2,5
254,21,Male,Graduate,UK,5.4,Facebook,Yes,6.5,6,In Relationship,3,7
304,22,Male,Graduate,Germany,3.3,Facebook,No,8.2,8,In Relationship,1,4
530,21,Male,Graduate,Canada,4.6,Instagram,Yes,7.6,7,Single,3,6
533,19,Female,Undergraduate,Netherlands,3.5,Instagram,No,8.5,8,Single,2,4
369,19,Female,Undergraduate,France,4.1,Instagram,No,7.9,7,In Relationship,2,5
60,20,Female,Undergraduate,Finland,5.4,TikTok,Yes,5.7,5,Single,4,8
112,21,Female,Undergraduate,India,5.8,TikTok,Yes,5.9,6,In Relationship,3,7
502,21,Male,Graduate,China,4.5,WeChat,No,7.8,7,In Relationship,2,5
515,20,Female,Undergraduate,Singapore,5.2,TikTok,Yes,6.9,6,Single,3,7
643,24,Female,Graduate,Switzerland,4.6,Facebook,No,7.2,7,In Relationship,2,5
263,20,Female,Undergraduate,Australia,4.3,Facebook,No,7.5,7,In Relationship,2,5
609,23,Female,Graduate,Switzerland,4.4,Instagram,No,7.4,7,In Relationship,2,5
298,21,Male,Graduate,Italy,5.1,TikTok,Yes,7.0,5,In Relationship,3,8
478,21,Male,Graduate,Mexico,7.1,WhatsApp,Yes,5.1,6,Single,3,7
415,20,Female,Undergraduate,Switzerland,3.0,Instagram,No,8.8,8,Single,2,4
151,19,Male,Undergraduate,Sri Lanka,4.9,TikTok,Yes,4.9,6,Single,3,7
434,21,Male,Graduate,India,6.9,WhatsApp,Yes,5.4,5,In Relationship,4,8
560,22,Male,Graduate,Canada,4.3,TikTok,Yes,7.9,7,Single,3,6
441,19,Female,Undergraduate,Spain,4.0,Instagram,Yes,7.9,6,Single,3,7
671,20,Female,Undergraduate,Poland,6.1,Facebook,Yes,6.4,5,Single,4,8
267,20,Female,Undergraduate,South Korea,4.8,KakaoTalk,Yes,7.0,6,Single,3,6
614,21,Male,Undergraduate,Canada,5.7,Instagram,Yes,6.7,6,Single,3,7
360,22,Male,Graduate,Canada,5.0,TikTok,Yes,7.2,6,Single,3,7
626,21,Male,Undergraduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5
39,21,Male,Undergraduate,Egypt,3.9,YouTube,No,6.5,7,Complicated,2,6
128,20,Female,Undergraduate,Maldives,4.4,Instagram,No,7.6,8,In Relationship,2,5
424,22,Male,Graduate,India,6.8,WhatsApp,Yes,5.5,5,In Relationship,4,8
417,19,Female,Undergraduate,USA,7.7,Instagram,Yes,4.6,5,In Relationship,4,9
489,19,Female,Undergraduate,France,2.9,Instagram,No,9.1,7,In Relationship,2,5
308,22,Male,Graduate,Russia,3.8,VKontakte,No,8.2,7,Single,2,5
199,20,Female,Undergraduate,Nepal,6.1,TikTok,Yes,4.8,6,Single,4,8
352,22,Male,Graduate,Denmark,3.7,Facebook,No,8.1,8,In Relationship,2,4
507,20,Female,Undergraduate,UAE,6.5,Instagram,Yes,6.5,5,In Relationship,4,8
147,19,Male,Undergraduate,Bangladesh,4.5,TikTok,Yes,7.1,5,Single,4,8
451,20,Female,Undergraduate,Spain,3.9,TikTok,Yes,8.0,6,Single,3,7
654,23,Male,Graduate,Poland,6.2,TikTok,Yes,6.3,5,Single,4,8
529,19,Female,Undergraduate,India,7.0,WhatsApp,Yes,5.8,5,In Relationship,4,8
420,22,Male,Graduate,Canada,4.4,TikTok,Yes,7.8,6,Single,3,7
443,20,Female,Undergraduate,Ireland,3.7,TikTok,Yes,8.2,7,Single,3,6
628,20,Male,Undergraduate,USA,5.5,Twitter,Yes,6.8,6,In Relationship,3,7
148,20,Female,Undergraduate,India,5.0,Instagram,Yes,5.0,6,In Relationship,3,7
553,19,Female,Undergraduate,Netherlands,3.3,Instagram,No,8.7,8,Single,2,4
349,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,In Relationship,2,5
464,22,Male,Graduate,India,7.2,WhatsApp,Yes,5.1,5,In Relationship,4,8
326,21,Male,Graduate,Turkey,5.5,Instagram,Yes,6.7,6,Single,3,7
187,20,Female,Undergraduate,Nepal,5.9,TikTok,Yes,5.2,6,Single,4,8
124,22,Female,Graduate,India,5.8,Instagram,Yes,5.8,6,In Relationship,3,7
599,22,Female,Graduate,Italy,5.1,Twitter,No,7.1,7,In Relationship,2,5
144,20,Female,Undergraduate,Pakistan,4.6,Instagram,Yes,7.0,5,In Relationship,4,8
672,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5
198,21,Male,Graduate,India,4.7,Facebook,No,8.2,7,In Relationship,2,6
280,22,Male,Graduate,Germany,3.6,Instagram,No,7.9,8,Single,1,4
294,21,Male,Graduate,UK,4.9,Instagram,Yes,6.7,6,Single,3,7
401,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3,7
123,19,Male,Undergraduate,Bangladesh,5.3,TikTok,Yes,6.3,5,Single,4,8
184,22,Male,Graduate,Maldives,5.1,TikTok,Yes,5.3,6,In Relationship,4,8
203,20,Female,Undergraduate,Bangladesh,4.3,Instagram,Yes,7.6,5,Single,3,7
439,20,Female,Undergraduate,France,3.4,Instagram,No,8.6,7,In Relationship,2,5
247,20,Female,Undergraduate,Australia,4.8,Facebook,No,7.2,7,In Relationship,2,5
416,22,Male,Graduate,Turkey,4.6,TikTok,Yes,7.6,6,Single,3,7
625,24,Female,Graduate,India,7.0,TikTok,Yes,5.8,4,Single,5,9
130,21,Female,Graduate,India,5.6,Instagram,Yes,5.6,6,In Relationship,3,7
403,20,Female,Undergraduate,Ireland,4.1,TikTok,Yes,7.8,7,Single,3,6
653,20,Female,Undergraduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4
548,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,Single,2,5
220,22,Male,Graduate,Maldives,4.5,TikTok,Yes,4.1,6,In Relationship,4,8
641,22,Female,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7
536,22,Male,Graduate,Malaysia,5.8,WhatsApp,Yes,6.5,6,Single,3,7
644,21,Male,Undergraduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8
543,20,Female,Undergraduate,Netherlands,3.4,Instagram,No,8.6,8,Single,2,4
387,20,Female,Undergraduate,USA,7.4,TikTok,Yes,4.9,5,In Relationship,4,9
683,20,Female,Undergraduate,UK,6.1,Twitter,Yes,6.4,5,Single,4,8
510,21,Male,Graduate,Canada,4.8,Instagram,Yes,7.4,7,Single,3,6
268,22,Male,Graduate,Russia,4.3,VKontakte,No,7.7,7,In Relationship,2,5
442,21,Male,Graduate,Denmark,2.8,Facebook,No,9.0,8,In Relationship,2,4
497,19,Female,Undergraduate,USA,8.5,Instagram,Yes,3.8,5,In Relationship,4,9
113,19,Male,Undergraduate,Nepal,4.9,Facebook,No,7.1,7,Single,2,5
233,19,Female,Undergraduate,Japan,3.5,LINE,No,8.0,8,Single,1,3
613,24,Female,Graduate,France,4.8,Twitter,No,7.3,7,In Relationship,2,5
374,21,Male,Graduate,India,6.3,WhatsApp,Yes,6.0,5,In Relationship,4,8
234,21,Male,Graduate,Italy,5.7,TikTok,Yes,6.5,5,In Relationship,3,8
668,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9
318,21,Male,Graduate,UK,4.6,Facebook,Yes,7.0,6,In Relationship,3,7
411,20,Female,Undergraduate,Spain,4.3,TikTok,Yes,7.6,6,Single,3,7
630,19,Male,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5
359,20,Female,Undergraduate,France,4.2,Instagram,No,7.8,7,In Relationship,2,5
259,20,Female,Undergraduate,South Korea,5.0,KakaoTalk,Yes,6.7,6,In Relationship,3,6
283,20,Female,Undergraduate,South Korea,4.6,KakaoTalk,Yes,7.2,6,Single,3,6
377,19,Female,Undergraduate,USA,7.3,Instagram,Yes,5.0,5,In Relationship,4,9
385,19,Female,Undergraduate,Switzerland,3.3,Instagram,No,8.5,8,Single,2,4
225,19,Female,Undergraduate,Japan,3.8,LINE,No,7.9,8,Single,1,3
670,22,Male,Graduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4
581,21,Female,Undergraduate,UK,6.3,TikTok,Yes,6.4,5,Single,4,8
473,19,Female,Undergraduate,Ireland,3.4,Instagram,Yes,8.5,7,Single,3,6
348,22,Male,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,6,Single,3,7
506,21,Male,Graduate,Malaysia,5.5,WhatsApp,Yes,6.8,6,Single,3,7
695,20,Female,Undergraduate,Turkey,6.6,Instagram,Yes,6.1,5,Single,4,8
652,22,Male,Graduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7
635,22,Female,Graduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7
658,22,Male,Graduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7
557,19,Female,Undergraduate,UAE,7.0,Instagram,Yes,6.0,5,In Relationship,4,8
86,21,Female,Undergraduate,Monaco,4.5,Instagram,Yes,5.8,6,Complicated,3,7
243,20,Female,Undergraduate,South Korea,5.1,KakaoTalk,Yes,6.6,6,In Relationship,3,6
160,20,Female,Undergraduate,India,4.6,Instagram,Yes,4.6,6,In Relationship,3,7
525,19,Female,Undergraduate,Singapore,5.3,TikTok,Yes,6.8,6,Single,3,7
36,20,Female,Undergraduate,Turkey,5.6,TikTok,Yes,5.5,5,Complicated,4,8
541,19,Female,Undergraduate,Brazil,5.8,WhatsApp,Yes,6.7,6,Single,3,7
171,20,Female,Undergraduate,Sri Lanka,5.0,Facebook,No,7.3,7,Single,2,5
603,23,Female,Graduate,Poland,6.2,Instagram,Yes,6.4,5,Single,4,8
595,20,Female,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8
690,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8
96,19,Female,Undergraduate,Qatar,4.9,TikTok,Yes,5.7,6,Single,3,7
564,22,Male,Graduate,New Zealand,4.1,Instagram,Yes,8.1,7,In Relationship,3,6
241,19,Female,Undergraduate,Japan,3.7,LINE,No,7.8,8,Single,1,3
575,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,In Relationship,2,5
461,19,Female,Undergraduate,Spain,3.8,Instagram,Yes,8.1,6,Single,3,7
554,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8.0,7,In Relationship,3,6
618,19,Male,Undergraduate,China,5.6,WeChat,Yes,6.8,6,In Relationship,3,7
207,20,Female,Undergraduate,Sri Lanka,4.4,Facebook,No,8.5,7,Single,2,5
393,19,Female,Undergraduate,Ireland,4.2,Instagram,Yes,7.7,7,Single,3,6
398,21,Male,Graduate,Mexico,6.3,WhatsApp,Yes,5.9,6,Single,3,7
596,21,Male,Undergraduate,France,5.8,Instagram,Yes,6.7,6,Single,3,7
218,21,Male,Graduate,Pakistan,3.8,Instagram,Yes,8.1,5,In Relationship,3,7
5,21,Male,Graduate,Canada,4.5,Facebook,Yes,6.0,6,In Relationship,2,7
629,22,Female,Graduate,Mexico,6.4,Facebook,Yes,6.2,5,Single,4,8
547,20,Female,Undergraduate,UAE,6.9,Instagram,Yes,6.1,5,In Relationship,4,8
99,20,Male,Undergraduate,Oman,4.6,Instagram,Yes,5.9,6,Single,3,7
574,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Single,5,9
407,20,Female,Undergraduate,USA,7.6,TikTok,Yes,4.7,5,In Relationship,4,9
503,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2,4
48,20,Female,Undergraduate,Peru,5.5,TikTok,Yes,5.6,5,Single,4,8
33,18,Male,High School,Indonesia,5.4,TikTok,Yes,5.4,5,Complicated,4,8
201,19,Female,Undergraduate,Sri Lanka,4.5,Facebook,No,8.3,7,Single,2,5
135,19,Male,Undergraduate,Bangladesh,4.9,TikTok,Yes,6.7,5,Single,4,8
28,20,Female,Undergraduate,Singapore,4.4,TikTok,Yes,5.9,6,In Relationship,3,7
620,21,Male,Undergraduate,Poland,6.3,TikTok,Yes,6.3,5,Single,4,8
231,20,Female,Undergraduate,Australia,4.7,Facebook,No,7.4,7,In Relationship,2,5
490,21,Male,Graduate,Canada,3.7,Instagram,Yes,8.5,6,Single,3,7
379,20,Female,Undergraduate,France,4.0,Instagram,No,8.0,7,In Relationship,2,5
289,19,Female,Undergraduate,Japan,3.0,LINE,No,8.6,8,Single,1,3
419,20,Female,Undergraduate,France,3.6,Instagram,No,8.4,7,In Relationship,2,5
392,22,Male,Graduate,Denmark,3.3,Facebook,No,8.5,8,In Relationship,2,4
593,21,Female,Undergraduate,Turkey,6.9,TikTok,Yes,6.1,5,Single,4,8
499,20,Female,Undergraduate,France,2.8,Instagram,No,9.2,7,In Relationship,2,5
139,19,Male,Undergraduate,Sri Lanka,5.3,TikTok,Yes,5.3,6,Single,3,7
63,20,Male,Undergraduate,Hungary,4.2,TikTok,Yes,6.0,6,Complicated,3,7
472,22,Male,Graduate,Denmark,2.5,Facebook,No,9.3,8,In Relationship,2,4
129,22,Male,Graduate,Bangladesh,5.1,Facebook,Yes,6.5,5,Single,4,8
686,24,Male,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7
521,19,Female,Undergraduate,Brazil,6.0,WhatsApp,Yes,6.5,6,Single,3,7
65,23,Male,Graduate,Slovakia,2.3,LinkedIn,No,7.4,8,In Relationship,1,3
15,21,Male,Undergraduate,Russia,3.7,YouTube,No,6.8,7,In Relationship,2,5
157,22,Male,Graduate,Sri Lanka,4.7,Facebook,Yes,4.7,6,Single,3,7
41,24,Male,Graduate,South Africa,2.3,LinkedIn,No,7.3,8,In Relationship,1,4
493,19,Female,Undergraduate,Ireland,3.2,Instagram,Yes,8.7,7,Single,3,6
380,22,Male,Graduate,Canada,4.8,TikTok,Yes,7.4,6,Single,3,7
188,22,Male,Graduate,Pakistan,4.3,Instagram,Yes,7.1,5,In Relationship,3,7
217,19,Female,Undergraduate,Nepal,6.4,TikTok,Yes,4.2,6,Single,4,8
53,24,Male,Graduate,Bolivia,2.4,LinkedIn,No,7.2,8,Complicated,1,4
338,21,Male,Graduate,Mexico,5.7,WhatsApp,Yes,6.5,6,Single,3,7
296,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1,4
252,22,Male,Graduate,Russia,4.6,VKontakte,No,7.5,7,In Relationship,2,5
462,21,Male,Graduate,Denmark,2.6,Facebook,No,9.2,8,In Relationship,2,4
456,22,Male,Graduate,Turkey,4.2,TikTok,Yes,8.0,6,Single,3,7
703,21,Female,Undergraduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7
270,21,Male,Graduate,UK,5.2,Facebook,Yes,6.4,6,In Relationship,3,7
202,21,Male,Graduate,Maldives,4.8,TikTok,Yes,4.7,6,In Relationship,4,8
162,21,Male,Graduate,India,4.8,Facebook,No,7.2,7,In Relationship,2,6
556,22,Male,Graduate,Malaysia,6.0,WhatsApp,Yes,6.3,6,Single,3,7
402,21,Male,Graduate,Denmark,3.2,Facebook,No,8.6,8,In Relationship,2,4
477,19,Female,Undergraduate,USA,8.3,Instagram,Yes,4.0,5,In Relationship,4,9
106,19,Female,Undergraduate,Pakistan,4.8,TikTok,Yes,5.7,6,In Relationship,3,7
566,21,Male,Graduate,Malaysia,6.1,WhatsApp,Yes,6.2,6,Single,3,7
390,21,Male,Graduate,Canada,4.7,Instagram,Yes,7.5,6,Single,3,7
2,22,Male,Graduate,India,2.1,Twitter,No,7.5,8,Single,0,3
659,20,Female,Undergraduate,India,7.1,TikTok,Yes,5.8,4,Single,5,9
562,21,Male,Graduate,China,3.9,WeChat,No,8.4,7,In Relationship,2,5
81,21,Male,Graduate,Georgia,3.0,LinkedIn,No,7.1,8,In Relationship,1,4
206,21,Male,Graduate,Pakistan,4.0,Instagram,Yes,7.7,5,In Relationship,3,7
35,19,Male,Undergraduate,Hong Kong,4.7,Instagram,Yes,5.8,6,In Relationship,3,7
509,19,Female,Undergraduate,India,6.8,WhatsApp,Yes,6.0,5,In Relationship,4,8
428,22,Male,Graduate,Mexico,6.6,WhatsApp,Yes,5.6,6,Single,3,7
455,20,Female,Undergraduate,Switzerland,2.6,Instagram,No,9.2,8,Single,2,4
367,20,Female,Undergraduate,USA,7.2,TikTok,Yes,5.1,5,In Relationship,4,9
92,19,Female,Undergraduate,Albania,4.7,TikTok,Yes,5.8,6,Complicated,3,7
340,22,Male,Graduate,Canada,5.2,TikTok,Yes,7.0,6,Single,3,7
565,19,Female,Undergraduate,Singapore,5.7,TikTok,Yes,6.4,6,Single,3,7
346,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Single,3,7
242,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7
14,18,Female,High School,Mexico,6.5,Instagram,Yes,5.5,5,Single,4,9
316,22,Male,Graduate,Russia,3.7,VKontakte,No,8.3,7,In Relationship,2,5
601,24,Female,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7
388,22,Male,Graduate,Mexico,6.2,WhatsApp,Yes,6.0,6,Single,3,7
274,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7
167,20,Female,Undergraduate,Bangladesh,4.9,Instagram,Yes,6.4,5,Single,3,7
700,22,Male,Graduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8
647,20,Female,Undergraduate,France,4.8,Instagram,No,7.1,7,In Relationship,2,5
485,19,Female,Undergraduate,Switzerland,2.3,Instagram,No,9.5,8,Single,2,4
689,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5
505,19,Female,Undergraduate,Singapore,5.1,TikTok,Yes,7.0,6,Single,3,7
244,22,Male,Graduate,Russia,4.7,VKontakte,No,7.3,7,Single,2,5
567,20,Female,Undergraduate,UAE,7.1,Instagram,Yes,5.9,5,In Relationship,4,8
563,20,Female,Undergraduate,Netherlands,3.2,Instagram,No,8.8,8,Single,2,4
190,21,Male,Graduate,Maldives,5.0,TikTok,Yes,5.1,6,In Relationship,4,8
476,22,Male,Graduate,Turkey,4.0,TikTok,Yes,8.2,6,Single,3,7
511,20,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6,Single,3,7
59,19,Male,Undergraduate,Iceland,4.6,Instagram,Yes,5.9,6,Complicated,3,7
475,20,Female,Undergraduate,Switzerland,2.4,Instagram,No,9.4,8,Single,2,4
561,19,Female,Undergraduate,Brazil,5.6,WhatsApp,Yes,6.9,6,Single,3,7
253,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.8,4,Single,4,9
22,23,Female,Graduate,Switzerland,2.5,LinkedIn,No,7.3,8,In Relationship,1,4
314,21,Male,Graduate,Italy,4.9,TikTok,Yes,7.2,5,In Relationship,3,8
460,22,Male,Graduate,Canada,4.0,TikTok,Yes,8.2,6,Single,3,7
161,19,Female,Undergraduate,Bangladesh,5.3,Instagram,Yes,6.1,5,Single,3,7
277,19,Female,Undergraduate,USA,6.6,TikTok,Yes,5.5,4,In Relationship,4,9
192,22,Male,Graduate,India,4.8,Facebook,No,8.0,7,In Relationship,2,6
386,21,Male,Graduate,Turkey,4.9,Instagram,Yes,7.3,6,Single,3,7
414,21,Male,Graduate,India,6.7,WhatsApp,Yes,5.6,5,In Relationship,4,8
492,22,Male,Graduate,Denmark,2.3,Facebook,No,9.5,8,In Relationship,2,4
344,22,Male,Graduate,India,6.0,WhatsApp,Yes,6.3,5,In Relationship,4,8
309,19,Female,Undergraduate,USA,7.0,TikTok,Yes,5.1,4,In Relationship,4,9
662,24,Male,Graduate,USA,5.4,Twitter,Yes,6.8,6,In Relationship,3,7
131,19,Male,Undergraduate,Nepal,4.3,TikTok,No,7.7,7,Single,2,5
664,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,5
100,21,Female,Undergraduate,Jordan,5.4,TikTok,Yes,5.5,5,In Relationship,4,8
373,19,Female,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7,Single,3,6
88,23,Female,Graduate,San Marino,2.6,LinkedIn,No,7.3,8,Single,1,4
459,20,Female,Undergraduate,France,3.2,Instagram,No,8.8,7,In Relationship,2,5
331,20,Female,Undergraduate,Spain,5.1,TikTok,Yes,6.7,6,Single,3,7
215,20,Female,Undergraduate,Bangladesh,4.1,Instagram,Yes,8.0,5,Single,3,7
467,20,Female,Undergraduate,USA,8.2,TikTok,Yes,4.1,5,In Relationship,4,9
122,21,Female,Graduate,Maldives,4.6,Instagram,No,7.4,8,In Relationship,2,5
615,23,Female,Graduate,UK,6.1,TikTok,Yes,6.4,5,Single,4,8
21,18,Male,High School,Belgium,5.3,TikTok,Yes,5.5,5,Single,4,8
72,21,Female,Graduate,Lithuania,3.2,Facebook,No,6.8,7,In Relationship,2,5
107,21,Male,Undergraduate,Nepal,3.8,YouTube,No,6.6,7,Single,2,6
271,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.3,7,Single,2,5
436,22,Male,Graduate,Turkey,4.4,TikTok,Yes,7.8,6,Single,3,7
103,20,Male,Undergraduate,Yemen,4.7,Facebook,Yes,5.8,6,In Relationship,3,7
